Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source
30-11-2020 18:08,134.62.237.153,99.66.134.21,33632,19773,TCP,485,Data,DNS,,97.93,,Intrusion,Known Pattern A,Logged,High,Akarsh Sahota,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/29.0.897.0 Safari/533.2",Segment A,"Ballia, Arunachal Pradesh",157.250.206.252,Log Data,Alert Data,Firewall
04-06-2021 16:05,78.34.195.177,101.218.11.72,19781,17636,TCP,500,Control,HTTP,IoC Detected,50.26,Alert Triggered,Malware,Known Pattern A,Blocked,Low,Hunar Sridhar,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/13.7d3853.0 Mobile/03R000 Safari/533.0",Segment B,"Karnal, Telangana",,Log Data,,Server
03-04-2021 20:02,47.186.95.177,158.196.255.173,14845,9028,ICMP,113,Data,HTTP,IoC Detected,56.63,Alert Triggered,Malware,Known Pattern B,Blocked,Medium,Mohanlal Lad,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/4.1),Segment B,"Ghaziabad, Haryana",149.196.162.64,,,Server
05-10-2022 03:55,47.64.26.170,184.183.115.136,55403,49569,TCP,1353,Control,DNS,IoC Detected,5.5,,Intrusion,Known Pattern B,Blocked,Low,Kartik Khatri,Opera/8.47.(Windows NT 5.1; nds-DE) Presto/2.9.186 Version/12.00,Segment A,"Nashik, Mizoram",13.12.196.235,Log Data,Alert Data,Firewall
24-06-2021 08:19,202.23.68.18,136.244.226.9,51764,50796,UDP,1038,Control,FTP,,0.99,,Malware,Known Pattern A,Logged,Medium,Ela Goyal,"Mozilla/5.0 (Linux; Android 4.4.1) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/29.0.845.0 Safari/536.0",Segment B,"Satna, Bihar",,Log Data,Alert Data,Server
18-10-2020 23:49,89.219.201.27,62.87.162.212,20569,23751,ICMP,745,Data,HTTP,,99.2,Alert Triggered,Intrusion,Known Pattern A,Blocked,High,Jayant Kala,Opera/9.64.(X11; Linux x86_64; ga-IE) Presto/2.9.161 Version/10.00,Segment C,"Pudukkottai, Bihar",,,,Firewall
16-01-2021 07:39,55.61.224.203,179.179.242.62,35969,46384,ICMP,551,Data,FTP,IoC Detected,20.8,,Intrusion,Known Pattern A,Logged,High,Vidur Karnik,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; an-ES) AppleWebKit/532.28.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6532.28.5",Segment A,"Akola, Telangana",,Log Data,,Server
01-08-2020 17:53,124.188.218.207,193.39.194.48,5415,35222,UDP,365,Control,HTTP,IoC Detected,6.46,Alert Triggered,DDoS,Known Pattern A,Logged,High,Ranbir Subramaniam,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2949-07-30 06:36:59 Firefox/3.8,Segment A,"Navi Mumbai, Sikkim",,,Alert Data,Firewall
30-01-2023 03:47,206.172.240.8,215.191.130.163,40633,32563,UDP,153,Control,FTP,IoC Detected,96.17,,Intrusion,Known Pattern B,Logged,High,Eshani Shankar,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/5.1),Segment C,"Ramagundam, Sikkim",98.83.125.253,,Alert Data,Server
17-04-2023 04:22,190.143.150.41,94.203.94.44,62012,39127,ICMP,264,Data,FTP,IoC Detected,0.49,,Intrusion,Known Pattern A,Ignored,High,Adira Karpe,Opera/9.88.(Windows NT 5.2; sc-IT) Presto/2.9.188 Version/11.00,Segment A,"Amroha, Himachal Pradesh",199.240.13.141,Log Data,,Server
22-04-2021 15:12,168.119.11.67,193.2.194.66,5244,17304,UDP,124,Data,FTP,IoC Detected,35.45,Alert Triggered,Malware,Known Pattern B,Logged,High,Madhav Sathe,Opera/9.69.(Windows CE; mn-MN) Presto/2.9.168 Version/10.00,Segment B,"Miryalaguda, Himachal Pradesh",6.144.21.11,,,Server
05-05-2022 04:13,158.52.9.37,53.39.24.166,46430,7351,TCP,821,Control,DNS,,72.9,,DDoS,Known Pattern B,Blocked,Low,Shayak Chakraborty,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) FxiOS/15.3k9341.0 Mobile/28D083 Safari/531.0",Segment A,"Bokaro, Gujarat",,Log Data,,Server
23-10-2022 08:29,62.19.219.26,99.243.21.250,6845,54515,TCP,634,Data,FTP,,61.6,,DDoS,Known Pattern B,Logged,Medium,Onkar Dua,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_3 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) CriOS/28.0.870.0 Mobile/32F318 Safari/533.0",Segment C,"Begusarai, Telangana",,,Alert Data,Server
19-11-2021 02:01,210.216.123.17,193.123.115.28,23613,22093,TCP,1400,Control,DNS,IoC Detected,73.39,,Intrusion,Known Pattern A,Ignored,Low,Indrans Sinha,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/3.1),Segment C,"Ongole, Mizoram",191.194.179.52,,,Server
12-03-2022 15:53,50.211.44.255,107.25.156.35,57241,39908,TCP,984,Data,DNS,IoC Detected,26.04,,DDoS,Known Pattern A,Ignored,High,Kiara Kunda,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/4.1),Segment B,"Navi Mumbai, Kerala",120.163.24.228,,,Firewall
10-12-2020 14:31,155.189.189.6,180.37.141.235,44090,5277,ICMP,372,Data,HTTP,,51.26,,DDoS,Known Pattern B,Logged,Medium,Ira Brar,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/17.0.856.0 Mobile/45E597 Safari/536.1",Segment C,"Sambhal, Maharashtra",67.205.222.253,Log Data,Alert Data,Firewall
25-05-2023 08:51,57.209.97.106,104.69.177.185,40617,13111,ICMP,643,Control,DNS,IoC Detected,17.2,Alert Triggered,DDoS,Known Pattern B,Blocked,Medium,Elakshi Bhandari,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_6; rv:1.9.2.20) Gecko/4868-10-14 09:40:10 Firefox/3.6.7,Segment A,"Ballia, Goa",,Log Data,Alert Data,Server
31-10-2022 04:30,221.216.215.34,20.88.75.170,62280,61103,ICMP,849,Data,DNS,IoC Detected,37.08,Alert Triggered,Intrusion,Known Pattern A,Blocked,High,Kiara Shroff,Mozilla/5.0 (Windows NT 4.0; he-IL; rv:1.9.2.20) Gecko/2060-06-12 13:01:35 Firefox/3.8,Segment A,"Nagaon, Gujarat",122.167.137.178,,Alert Data,Server
11-08-2022 21:38,66.213.168.143,101.3.52.54,34483,37558,UDP,180,Data,HTTP,,45.77,,DDoS,Known Pattern B,Blocked,High,Emir Banik,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/5.1),Segment C,"Gulbarga, Nagaland",92.171.44.128,,Alert Data,Server
27-08-2022 12:23,134.121.133.81,2.52.144.97,60905,21076,UDP,1352,Data,FTP,,64.2,Alert Triggered,DDoS,Known Pattern B,Logged,Low,Tushar Varma,Mozilla/5.0 (Windows NT 5.0; kok-IN; rv:1.9.0.20) Gecko/4256-04-11 05:23:11 Firefox/3.6.14,Segment C,"Bhopal, Tripura",189.252.219.20,,Alert Data,Server
16-05-2020 03:43,151.156.21.140,40.241.60.254,60575,61121,ICMP,1245,Control,HTTP,,37.01,,DDoS,Known Pattern A,Ignored,Medium,Lakshit Srinivas,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/5.0),Segment A,"Bongaigaon, Tripura",91.52.32.71,Log Data,Alert Data,Server
31-03-2020 16:59,44.233.51.118,110.255.158.3,25767,34376,TCP,1209,Data,FTP,IoC Detected,47.18,,Malware,Known Pattern B,Logged,Low,Reyansh Kalla,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_2) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/32.0.866.0 Safari/535.0",Segment B,"Pudukkottai, Maharashtra",,Log Data,Alert Data,Firewall
23-12-2022 07:57,41.147.96.222,132.249.223.130,46074,64054,UDP,446,Control,FTP,IoC Detected,81.36,,Malware,Known Pattern A,Logged,High,Rhea Bhatti,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/51.0.856.0 Safari/536.1",Segment C,"Sultan Pur Majra, Chhattisgarh",,,Alert Data,Firewall
23-02-2023 15:47,142.121.176.181,1.51.228.176,26818,61130,ICMP,1218,Control,DNS,,19.85,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Neysa Singh,Opera/9.56.(Windows NT 5.1; mag-IN) Presto/2.9.164 Version/12.00,Segment C,"Sikar, Tripura",46.167.29.129,Log Data,Alert Data,Firewall
14-11-2022 01:16,65.203.253.110,154.24.150.171,44611,60211,UDP,456,Control,FTP,IoC Detected,51.28,Alert Triggered,Intrusion,Known Pattern B,Blocked,Medium,Manikya Din,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/5.1),Segment B,"Sambalpur, Bihar",169.201.114.104,Log Data,,Firewall
15-01-2022 00:29,200.254.62.241,119.171.245.192,40759,11778,ICMP,689,Data,FTP,IoC Detected,79.98,,Malware,Known Pattern B,Logged,Low,Vanya Chaudry,Mozilla/5.0 (Android 1.0; Mobile; rv:53.0) Gecko/53.0 Firefox/53.0,Segment C,"Rourkela, Tripura",65.213.70.151,,Alert Data,Server
19-01-2020 18:47,110.222.249.12,74.154.73.55,2395,14712,TCP,1478,Data,FTP,IoC Detected,29.23,,DDoS,Known Pattern A,Ignored,Medium,Shanaya Dua,Opera/8.70.(Windows 98; de-DE) Presto/2.9.189 Version/10.00,Segment C,"Ambala, Andhra Pradesh",,,Alert Data,Firewall
27-06-2021 12:29,176.41.240.232,57.222.13.205,24629,51960,UDP,617,Data,FTP,,75.36,,Intrusion,Known Pattern B,Blocked,Medium,Bhavin Khatri,Mozilla/5.0 (Android 11; Mobile; rv:23.0) Gecko/23.0 Firefox/23.0,Segment C,"Rourkela, Punjab",175.42.244.15,,,Firewall
05-01-2023 11:33,155.58.86.100,131.41.146.175,22043,24823,TCP,830,Data,FTP,IoC Detected,78.6,Alert Triggered,DDoS,Known Pattern B,Blocked,Medium,Misha Shetty,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/58.0.805.0 Safari/532.0",Segment A,"Hubliâ€“Dharwad, Telangana",158.163.58.119,,,Server
07-11-2021 08:20,71.212.129.230,50.236.125.8,9414,32915,TCP,383,Data,FTP,,36.94,Alert Triggered,Intrusion,Known Pattern A,Ignored,High,Adira Wali,Mozilla/5.0 (Android 1.6; Mobile; rv:30.0) Gecko/30.0 Firefox/30.0,Segment C,"Tenali, Uttarakhand",,Log Data,Alert Data,Server
20-05-2022 13:38,114.197.27.207,82.156.88.17,37972,3306,TCP,351,Control,FTP,,75.33,Alert Triggered,Malware,Known Pattern A,Blocked,High,Indranil Thaker,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),Segment C,"Bhatpara, Haryana",,Log Data,,Firewall
09-12-2021 16:26,203.0.167.83,81.249.242.199,40956,46221,ICMP,645,Data,DNS,IoC Detected,11.36,,Malware,Known Pattern B,Logged,Medium,Shanaya Bhasin,Opera/8.18.(Windows NT 6.1; crh-UA) Presto/2.9.163 Version/10.00,Segment B,"Kadapa, Sikkim",,Log Data,Alert Data,Server
26-08-2023 04:36,134.177.217.142,117.223.186.51,2393,37182,UDP,798,Data,HTTP,,60.19,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Stuvan Vig,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/3.0),Segment B,"Meerut, Assam",131.235.67.177,Log Data,,Firewall
13-11-2022 23:09,214.34.232.116,147.73.206.102,39446,15879,UDP,1317,Data,DNS,,68.77,,DDoS,Known Pattern B,Logged,Low,Suhana Sangha,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/4.1),Segment A,"Jhansi, Chhattisgarh",,Log Data,Alert Data,Firewall
20-11-2021 11:38,221.46.165.14,108.49.78.197,5672,15505,TCP,784,Data,DNS,IoC Detected,53.41,,Malware,Known Pattern B,Logged,Medium,Mahika Borah,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/4.0),Segment A,"Burhanpur, Goa",,,Alert Data,Server
12-01-2021 22:50,92.226.179.203,91.0.209.108,27096,2627,ICMP,376,Data,FTP,,1.47,Alert Triggered,Malware,Known Pattern B,Blocked,Low,Anika Tripathi,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_6 rv:4.0; ht-HT) AppleWebKit/535.44.6 (KHTML, like Gecko) Version/5.0 Safari/535.44.6",Segment B,"Begusarai, Tamil Nadu",63.253.220.10,,Alert Data,Firewall
19-08-2022 03:30,85.188.71.19,146.213.182.171,50002,60461,ICMP,255,Data,HTTP,IoC Detected,19.62,,DDoS,Known Pattern B,Blocked,High,Stuvan Doctor,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/533.5.4 (KHTML, like Gecko) Version/4.0 Safari/533.5.4",Segment B,"Aligarh, Kerala",36.141.194.21,,Alert Data,Server
13-05-2023 06:57,6.125.186.32,149.239.248.214,2524,30292,ICMP,763,Data,DNS,,35.74,,DDoS,Known Pattern B,Blocked,High,Divij Chatterjee,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_3 rv:3.0; ka-GE) AppleWebKit/532.18.1 (KHTML, like Gecko) Version/5.1 Safari/532.18.1",Segment C,"Chandigarh, Rajasthan",92.229.43.245,Log Data,,Firewall
26-10-2021 04:51,41.57.254.61,155.77.147.67,35911,8960,ICMP,213,Data,HTTP,,26.43,Alert Triggered,Malware,Known Pattern A,Logged,Medium,Shaan Dugar,Mozilla/5.0 (Windows NT 5.0; ka-GE; rv:1.9.2.20) Gecko/7645-02-05 22:36:00 Firefox/11.0,Segment A,"Ujjain, Jharkhand",23.59.150.58,,Alert Data,Firewall
01-01-2023 01:09,177.129.193.174,37.76.182.137,63867,18757,TCP,878,Control,HTTP,,43.81,,DDoS,Known Pattern A,Blocked,Medium,Shamik Kurian,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_4) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/25.0.891.0 Safari/535.1",Segment A,"Berhampore, Uttarakhand",73.253.225.235,Log Data,,Server
20-12-2022 06:27,99.224.119.206,203.205.144.148,5506,16087,TCP,1288,Data,HTTP,,75.9,Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,Myra Bhattacharyya,Mozilla/5.0 (Windows NT 5.0; eo-US; rv:1.9.2.20) Gecko/3986-10-22 11:00:28 Firefox/4.0,Segment A,"Saharsa, Haryana",,Log Data,Alert Data,Firewall
24-12-2021 02:37,182.253.233.151,42.203.98.73,45025,34010,UDP,322,Data,HTTP,,51.35,,Malware,Known Pattern A,Logged,Low,Ivana Sahni,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_1 rv:2.0; csb-PL) AppleWebKit/534.23.4 (KHTML, like Gecko) Version/5.0.1 Safari/534.23.4",Segment A,"Rampur, Kerala",215.229.75.0,,,Server
19-08-2020 08:16,40.16.137.118,132.46.9.54,43357,26045,ICMP,135,Control,FTP,IoC Detected,3.17,Alert Triggered,Intrusion,Known Pattern A,Ignored,Low,Anaya Dutt,Opera/8.50.(X11; Linux i686; am-ET) Presto/2.9.179 Version/10.00,Segment B,"Raichur, Assam",152.116.187.24,Log Data,Alert Data,Server
27-11-2021 02:34,39.104.52.104,49.100.181.229,12391,34705,ICMP,777,Control,FTP,IoC Detected,63.43,Alert Triggered,Malware,Known Pattern B,Logged,High,Abram Bhattacharyya,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/3.1),Segment B,"Alwar, Assam",126.148.186.61,,Alert Data,Firewall
04-09-2020 00:20,126.252.13.121,221.80.194.103,45608,50382,TCP,583,Control,FTP,,39.63,Alert Triggered,Malware,Known Pattern A,Logged,Medium,Ela Bhatia,Opera/9.97.(Windows NT 5.2; bho-IN) Presto/2.9.188 Version/12.00,Segment C,"Mango, Uttar Pradesh",,,Alert Data,Server
19-04-2020 14:27,108.103.107.190,38.28.148.113,6972,34952,TCP,537,Data,FTP,,78.76,Alert Triggered,Intrusion,Known Pattern B,Logged,High,Aradhya Balan,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) FxiOS/16.5d6578.0 Mobile/89A519 Safari/531.2",Segment C,"Patna, Goa",16.151.255.96,,Alert Data,Server
19-11-2022 22:46,49.250.243.101,65.89.103.139,36745,8472,ICMP,1247,Data,HTTP,IoC Detected,63.92,,Intrusion,Known Pattern A,Logged,High,Hiran Kala,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/5.0),Segment B,"Bardhaman, Haryana",203.106.189.73,Log Data,Alert Data,Server
16-07-2023 08:59,88.249.36.133,217.227.135.95,20158,2897,UDP,1108,Data,FTP,,94.21,Alert Triggered,Malware,Known Pattern A,Logged,Medium,Stuvan Yohannan,Opera/8.56.(X11; Linux i686; fy-NL) Presto/2.9.173 Version/12.00,Segment B,"Katihar, Bihar",,Log Data,,Firewall
21-05-2023 02:53,47.18.37.40,90.54.116.117,4160,23939,UDP,1224,Data,FTP,,68.75,Alert Triggered,Malware,Known Pattern B,Logged,Low,Aaina Arya,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/5.0),Segment A,"Ambattur, Kerala",32.105.164.183,,,Server
14-10-2022 13:41,21.50.168.175,58.46.247.189,58034,52356,UDP,219,Control,DNS,IoC Detected,43.07,,Intrusion,Known Pattern B,Logged,Medium,Anvi Sibal,Opera/9.90.(Windows NT 5.0; ber-DZ) Presto/2.9.160 Version/12.00,Segment A,"Loni, Madhya Pradesh",69.152.213.200,Log Data,Alert Data,Firewall
20-06-2023 05:17,89.222.213.25,121.69.26.232,1825,48647,ICMP,776,Data,DNS,,0.8,,Malware,Known Pattern A,Ignored,Medium,Darshit Konda,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/7225-05-21 02:13:42 Firefox/15.0,Segment C,"Shahjahanpur, Haryana",,,Alert Data,Firewall
07-12-2020 23:07,76.240.183.74,10.235.95.253,2272,39268,ICMP,1197,Data,DNS,IoC Detected,64.58,Alert Triggered,Malware,Known Pattern B,Ignored,High,Nirvi Brar,Mozilla/5.0 (Android 5.1.1; Mobile; rv:56.0) Gecko/56.0 Firefox/56.0,Segment A,"Ichalkaranji, Sikkim",210.214.95.224,,Alert Data,Server
17-05-2023 13:30,85.19.156.224,156.254.216.99,17659,2539,TCP,911,Data,FTP,IoC Detected,92.48,Alert Triggered,Intrusion,Known Pattern B,Logged,Low,Himmat Mann,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/42.0.804.0 Safari/532.0",Segment B,"Sikar, Rajasthan",104.100.197.27,,,Firewall
26-01-2023 06:38,5.17.193.47,56.4.89.22,58379,50145,ICMP,894,Control,FTP,,87.8,Alert Triggered,Malware,Known Pattern A,Ignored,Low,Aarav Singhal,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/4.1),Segment C,"Noida, Gujarat",40.18.14.26,,,Server
24-07-2020 04:50,188.238.31.253,79.113.142.36,28178,21030,TCP,1011,Data,HTTP,IoC Detected,28.56,Alert Triggered,Malware,Known Pattern B,Logged,Low,Raghav Tiwari,Opera/8.79.(Windows NT 10.0; sa-IN) Presto/2.9.167 Version/10.00,Segment B,"Dhule, Himachal Pradesh",72.99.20.164,,,Server
15-08-2020 13:57,23.253.59.16,73.201.22.147,39629,31918,UDP,634,Data,DNS,IoC Detected,65,Alert Triggered,Intrusion,Known Pattern B,Ignored,Low,Gatik Lanka,Mozilla/5.0 (Android 2.2.3; Mobile; rv:16.0) Gecko/16.0 Firefox/16.0,Segment B,"Amritsar, Mizoram",,Log Data,Alert Data,Server
24-07-2021 06:49,85.83.38.185,176.99.180.86,62345,6050,ICMP,521,Data,HTTP,,6.02,,Malware,Known Pattern A,Logged,High,Arnav Bhat,Opera/9.80.(Windows 98; Win 9x 4.90; eo-US) Presto/2.9.181 Version/12.00,Segment A,"Kolhapur, Arunachal Pradesh",182.48.134.188,,,Firewall
03-02-2020 11:57,52.79.236.167,176.140.99.42,34809,34134,TCP,692,Control,HTTP,,98.35,,Malware,Known Pattern A,Blocked,High,Mehul Bali,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_5; rv:1.9.4.20) Gecko/8265-12-15 14:56:46 Firefox/3.8,Segment C,"Mangalore, Rajasthan",85.175.202.30,,,Firewall
03-12-2020 07:40,177.85.79.215,193.253.32.127,11139,26695,TCP,1396,Data,FTP,IoC Detected,15.54,,DDoS,Known Pattern B,Blocked,Low,Faiyaz Sundaram,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/4.0),Segment A,"Avadi, Tripura",117.52.151.237,Log Data,Alert Data,Server
18-08-2022 13:09,221.99.134.230,179.72.21.79,18012,59876,UDP,1090,Control,FTP,,55.17,,DDoS,Known Pattern B,Blocked,Low,Misha Chander,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; byn-ER) AppleWebKit/534.30.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6534.30.7",Segment B,"Thane, Karnataka",45.77.73.60,,,Firewall
06-12-2022 21:11,218.146.170.16,189.166.219.254,58294,43529,TCP,1323,Control,FTP,IoC Detected,6.54,Alert Triggered,DDoS,Known Pattern A,Blocked,High,Faiyaz Wadhwa,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_8 rv:4.0; sd-PK) AppleWebKit/531.13.1 (KHTML, like Gecko) Version/5.0 Safari/531.13.1",Segment C,"Kanpur, Gujarat",36.8.42.187,,Alert Data,Server
02-03-2020 04:20,93.184.31.75,47.128.221.14,10698,36675,UDP,874,Control,DNS,IoC Detected,62.46,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Nirvaan Sarraf,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_3; rv:1.9.2.20) Gecko/3270-03-14 11:11:51 Firefox/3.6.7,Segment B,"Kozhikode, Nagaland",16.214.60.249,,,Firewall
02-04-2020 11:38,105.97.52.232,123.148.47.238,54769,16080,TCP,1286,Data,DNS,,87.1,,Intrusion,Known Pattern A,Logged,Medium,Pihu Batta,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/4.1),Segment B,"Panvel, Tamil Nadu",212.161.47.5,Log Data,,Server
02-06-2022 22:14,158.160.169.241,27.196.51.105,41217,36985,ICMP,1173,Control,DNS,,66.17,,Malware,Known Pattern B,Logged,Low,Heer Banerjee,"Mozilla/5.0 (Linux; Android 4.1.1) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/49.0.891.0 Safari/533.1",Segment C,"Mehsana, Himachal Pradesh",,Log Data,Alert Data,Server
04-06-2021 07:46,173.106.106.24,13.92.94.146,58444,34068,ICMP,565,Control,FTP,,91.06,Alert Triggered,Malware,Known Pattern B,Logged,High,Kaira Bhakta,Opera/8.12.(Windows 98; Win 9x 4.90; ia-FR) Presto/2.9.167 Version/12.00,Segment A,"Nanded, Maharashtra",152.58.184.254,,,Server
18-07-2020 17:42,45.108.132.210,168.104.34.107,35647,11345,TCP,624,Control,DNS,IoC Detected,53.67,,Malware,Known Pattern A,Blocked,Medium,Himmat Kade,Mozilla/5.0 (Android 7.1; Mobile; rv:6.0) Gecko/6.0 Firefox/6.0,Segment B,"Bettiah, Mizoram",,Log Data,,Server
28-05-2020 08:32,131.1.67.68,130.42.190.45,20212,64329,ICMP,588,Data,FTP,IoC Detected,64.66,,Intrusion,Known Pattern A,Blocked,High,Yasmin Sharaf,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/50.0.855.0 Mobile/40P629 Safari/535.2",Segment C,"Thoothukudi, Karnataka",216.243.85.181,Log Data,Alert Data,Firewall
07-03-2022 20:45,33.148.82.133,195.219.89.172,34192,62801,TCP,1217,Control,HTTP,IoC Detected,5.72,Alert Triggered,Intrusion,Known Pattern B,Blocked,High,Tara Yadav,Mozilla/5.0 (Android 2.2; Mobile; rv:43.0) Gecko/43.0 Firefox/43.0,Segment C,"Panipat, Punjab",212.106.198.107,,Alert Data,Firewall
27-07-2021 10:33,165.34.36.107,48.183.149.222,18627,20359,UDP,970,Control,DNS,,86.04,Alert Triggered,Intrusion,Known Pattern B,Blocked,Medium,Prisha Khurana,"Mozilla/5.0 (iPad; CPU iPad OS 14_2 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) FxiOS/11.6o1076.0 Mobile/95Q041 Safari/532.1",Segment B,"Amroha, Odisha",,Log Data,,Server
07-10-2022 21:54,102.34.127.39,67.255.78.91,7062,1041,ICMP,1253,Data,DNS,IoC Detected,11.43,Alert Triggered,DDoS,Known Pattern B,Ignored,Medium,Navya Sundaram,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; ja-JP) AppleWebKit/534.37.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6534.37.5",Segment A,"Sasaram, Nagaland",125.219.122.111,Log Data,Alert Data,Server
07-06-2022 21:19,148.26.127.98,208.0.87.37,33705,56188,TCP,774,Data,DNS,,3.2,,Malware,Known Pattern A,Blocked,High,Samarth Krish,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/4.1),Segment B,"Ongole, Gujarat",218.158.12.230,,Alert Data,Server
17-11-2020 21:25,38.183.86.58,145.90.54.23,3196,41583,TCP,577,Data,DNS,,63.24,,DDoS,Known Pattern B,Logged,Low,Purab Andra,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_7; rv:1.9.2.20) Gecko/4580-11-02 11:14:39 Firefox/3.6.15,Segment A,"Pali, Arunachal Pradesh",16.11.218.30,,,Firewall
17-05-2022 11:04,32.200.51.163,65.211.139.88,60569,57359,UDP,623,Control,HTTP,IoC Detected,69.86,,Intrusion,Known Pattern A,Ignored,Low,Anvi Samra,Opera/8.64.(X11; Linux x86_64; eu-ES) Presto/2.9.178 Version/12.00,Segment B,"Bareilly, Mizoram",,,,Firewall
13-08-2023 03:29,81.243.85.108,118.23.164.146,9931,22088,UDP,1134,Control,HTTP,,79.85,,DDoS,Known Pattern B,Blocked,High,Kanav Balan,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/5.0),Segment C,"Kozhikode, Maharashtra",171.211.218.80,Log Data,,Firewall
23-01-2020 21:32,188.235.64.186,193.37.141.82,1278,63149,UDP,1288,Control,FTP,,95.72,,Intrusion,Known Pattern B,Ignored,Medium,Parinaaz Jayaraman,Opera/8.93.(Windows NT 6.2; tn-ZA) Presto/2.9.187 Version/12.00,Segment B,"Latur, West Bengal",96.155.164.143,,,Firewall
